[2025-08-13 09:22:13,017][INFO][1669007][bundlechoice.core] BundleChoice configured:
[2025-08-13 09:22:13,017][INFO][1669007][bundlechoice.core]   • 255 agents
[2025-08-13 09:22:13,017][INFO][1669007][bundlechoice.core]   • 493 items
[2025-08-13 09:22:13,017][INFO][1669007][bundlechoice.core]   • 497 features
[2025-08-13 09:22:13,017][INFO][1669007][bundlechoice.core]   • 30 simulations
[2025-08-13 09:22:13,017][INFO][1669007][bundlechoice.core]   • Algorithm: QuadKnapsack
[2025-08-13 09:22:13,017][INFO][1669007][bundlechoice.core]   • Max iterations: 300
[2025-08-13 09:22:13,017][INFO][1669007][bundlechoice.data_manager] Loading input data.
[2025-08-13 09:22:14,198][INFO][1669007][bundlechoice.estimation.row_generation] === ROW GENERATION ===
[2025-08-13 09:22:14,516][INFO][1669007][bundlechoice.estimation.row_generation] Master Initialized
[2025-08-13 09:22:14,517][INFO][1669007][bundlechoice.estimation.row_generation] Parameters: [1000. 1000. 1000. 1000.]
[2025-08-13 09:22:14,524][INFO][1669007][bundlechoice.estimation.row_generation] Starting row generation loop.
[2025-08-13 09:22:14,524][INFO][1669007][bundlechoice.estimation.row_generation] ITERATION 1
[2025-08-13 09:22:20,716][WARNING][3489347][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 79): MIPGap 0.3833 > tol 1e-2, value: 127.51584493958585
[2025-08-13 09:22:20,718][WARNING][1858529][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 56): MIPGap 0.3456 > tol 1e-2, value: 76.49743215519
[2025-08-13 09:22:20,720][WARNING][1669007][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 0): MIPGap 0.2993 > tol 1e-2, value: 52.86172988305959
[2025-08-13 09:22:20,724][WARNING][2267118][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 23): MIPGap 0.3271 > tol 1e-2, value: 157.09011812994055
[2025-08-13 09:22:20,731][WARNING][3699982][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 67): MIPGap 0.3816 > tol 1e-2, value: 135.2755577717055
[2025-08-13 09:22:20,737][WARNING][353185][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 37): MIPGap 0.3648 > tol 1e-2, value: 110.02218956652865
[2025-08-13 09:22:20,738][WARNING][3089472][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 14): MIPGap 0.3855 > tol 1e-2, value: 137.68948445848528
[2025-08-13 09:22:20,746][WARNING][376927][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 93): MIPGap 0.2254 > tol 1e-2, value: 1007.9974205938986
[2025-08-13 09:22:20,752][WARNING][3762921][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 85): MIPGap 0.4519 > tol 1e-2, value: 217.7747899687795
[2025-08-13 09:22:20,754][WARNING][1669001][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 7): MIPGap 0.3519 > tol 1e-2, value: 122.27762663512131
[2025-08-13 09:22:20,755][WARNING][1669008][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 6): MIPGap 0.3744 > tol 1e-2, value: 127.2762556401794
[2025-08-13 09:22:20,749][WARNING][3489344][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 71): MIPGap 0.2334 > tol 1e-2, value: 68.25866692174769
[2025-08-13 09:22:20,727][WARNING][1858526][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 55): MIPGap 0.3384 > tol 1e-2, value: 86.07423031793435
[2025-08-13 09:22:20,761][WARNING][2177860][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 45): MIPGap 0.2791 > tol 1e-2, value: 95.45064642304631
[2025-08-13 09:22:20,744][WARNING][3699983][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 63): MIPGap 0.4841 > tol 1e-2, value: 372.339521350484
[2025-08-13 09:22:20,758][WARNING][3699989][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 62): MIPGap 0.2951 > tol 1e-2, value: 76.70702776659854
[2025-08-13 09:22:20,771][WARNING][3699985][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 68): MIPGap 0.3151 > tol 1e-2, value: 120.89415824809943
[2025-08-13 09:22:20,776][WARNING][2177861][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 46): MIPGap 0.07488 > tol 1e-2, value: 47.220841396774055
[2025-08-13 09:22:20,766][WARNING][3089465][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 15): MIPGap 0.5129 > tol 1e-2, value: 209.65063036934757
[2025-08-13 09:22:20,750][WARNING][353186][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 33): MIPGap 0.09083 > tol 1e-2, value: 45.03740423455443
[2025-08-13 09:22:20,765][WARNING][353188][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 39): MIPGap 0.4298 > tol 1e-2, value: 199.25773249933576
[2025-08-13 09:22:20,779][WARNING][1669004][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 9): MIPGap 0.6679 > tol 1e-2, value: 269.5772270828772
[2025-08-13 09:22:20,785][WARNING][2177855][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 44): MIPGap 0.3101 > tol 1e-2, value: 77.93465733009931
[2025-08-13 09:22:20,770][WARNING][376923][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 96): MIPGap 0.232 > tol 1e-2, value: 66.9618257492891
[2025-08-13 09:22:20,763][WARNING][3762923][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 88): MIPGap 0.3067 > tol 1e-2, value: 88.97056002329833
[2025-08-13 09:22:20,795][WARNING][3089468][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 18): MIPGap 0.2349 > tol 1e-2, value: 71.80151048985897
[2025-08-13 09:22:20,807][WARNING][3762926][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 81): MIPGap 0.1199 > tol 1e-2, value: 54.312348286313195
[2025-08-13 09:22:20,814][WARNING][3762928][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 84): MIPGap 0.1981 > tol 1e-2, value: 74.75838375117446
[2025-08-13 09:22:20,993][WARNING][376921][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 91): MIPGap 0.2856 > tol 1e-2, value: 92.59631186011238
[2025-08-13 09:22:21,029][WARNING][3089469][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 11): MIPGap 0.1964 > tol 1e-2, value: 77.11808486238614
[2025-08-13 09:22:21,112][WARNING][1669002][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 1): MIPGap 0.3867 > tol 1e-2, value: 142.18772330961121
[2025-08-13 09:22:22,051][WARNING][353187][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 1 (rank 38): MIPGap 0.5079 > tol 1e-2, value: 261.921520385819
