[2025-08-16 15:41:32,541][INFO][2370991][bundlechoice.core] BundleChoice configured:
[2025-08-16 15:41:32,542][INFO][2370991][bundlechoice.core]   • 255 agents
[2025-08-16 15:41:32,542][INFO][2370991][bundlechoice.core]   • 493 items
[2025-08-16 15:41:32,542][INFO][2370991][bundlechoice.core]   • 497 features
[2025-08-16 15:41:32,542][INFO][2370991][bundlechoice.core]   • 100 simulations
[2025-08-16 15:41:32,542][INFO][2370991][bundlechoice.core]   • Algorithm: QuadKnapsack
[2025-08-16 15:41:32,542][INFO][2370991][bundlechoice.core]   • Max iterations: 300
[2025-08-16 15:41:32,542][INFO][2370991][bundlechoice.data_manager] Loading input data.
[2025-08-16 15:41:34,360][INFO][2370991][bundlechoice.estimation.row_generation] === ROW GENERATION ===
[2025-08-16 15:41:36,349][INFO][2370991][bundlechoice.estimation.row_generation] Master Initialized
[2025-08-16 15:41:36,350][INFO][2370991][bundlechoice.estimation.row_generation] Parameters: [1000. 1000. 1000. 1000.]
[2025-08-16 15:41:36,351][INFO][2370991][bundlechoice.estimation.row_generation] Starting row generation loop.
[2025-08-16 15:41:36,351][INFO][2370991][bundlechoice.estimation.row_generation] ITERATION 1
[2025-08-16 15:41:40,524][WARNING][3075351][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 38): MIPGap 0.1521 > tol 1e-2, value: 49.07465621149654
[2025-08-16 15:41:40,529][WARNING][3075345][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 43): MIPGap 0.364 > tol 1e-2, value: 132.60108074261586
[2025-08-16 15:41:40,531][WARNING][3075352][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 39): MIPGap 0.2683 > tol 1e-2, value: 65.34906906986761
[2025-08-16 15:41:40,531][WARNING][1550917][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 199): MIPGap 0.5901 > tol 1e-2, value: 247.45605626240825
[2025-08-16 15:41:40,533][WARNING][2370991][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 0): MIPGap 0.3039 > tol 1e-2, value: 52.86172988305959
[2025-08-16 15:41:40,534][WARNING][1828481][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 47): MIPGap 0.2191 > tol 1e-2, value: 38.322590543977014
[2025-08-16 15:41:40,536][WARNING][3703957][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 186): MIPGap 0.5561 > tol 1e-2, value: 294.7608055168124
[2025-08-16 15:41:40,538][WARNING][1433989][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 216): MIPGap 0.04563 > tol 1e-2, value: 51.653458906323415
[2025-08-16 15:41:40,542][WARNING][2370984][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 4): MIPGap 0.07442 > tol 1e-2, value: 53.0945561539001
[2025-08-16 15:41:40,543][WARNING][3075355][bundlechoice.subproblems.registry.quadratic_knapsack] Subproblem 0 (rank 30): MIPGap 0.3924 > tol 1e-2, value: 116.2300627812679
